folio_u;tit_propio;nombre_edi;es_enlinea;catalogada;id_catalogo;nombre_largo;issn_e;issn_l;issn_imp;subtemas
7158;"Estudios fronterizos";"Universidad Autónoma de Baja California";1;1;2373;México;2395-9134;0187-6961;0187-6961;"Ciencias sociales y humanidades, Sociología, Estudios locales"
7159;"Estudios Geográficos";"Editorial CSIC";1;1;2374;España;1988-8546;0014-1496;0014-1496;Geografía
7160;"Estudios geológicos";"Editorial CSIC";1;1;2375;España;1988-3250;0367-0449;0367-0449;Geología
7162;"Estudios hemisféricos y polares";"Centro de estudios hemisféricos y polares";1;1;2376;Chile;0718-9230;0718-9230;;"Antropología, Ciencias sociales y humanidades, Economía, Geografía, Historia"
7165;"Estudios Humanísticos. Filología";"Universidad de León, Facultad de Filosofía y Letras";1;1;2378;España;2444-023X;2444-023X;0213-1382;"Lingüística, Multidisciplinarias"
7169;"Estudios Internacionales";"Universidad de Chile. Instituto de Estudios Internacionales";1;1;2381;Chile;0719-3769;0716-0240;0716-0240;"Relaciones internacionales"
7193;"Estudios paraguayos";"Universidad católica ""Nuestra Señora de la Asunción"", Centro de Estudios Antropológicos";1;1;2390;Paraguay;2520-9914;0251-2483;0251-2483;"Ciencias sociales y humanidades"
7194;"Estudios pedagógicos";"Universidad Austral de Chile, Facultad de Filosofía y Humanidades";1;1;2391;Chile;0718-0705;0716-050X;0716-050X;"Educación, Pedagogía, Educación media o secundaria, Educación preescolar, Educación primaria, Educación superior"
7195;"Estudios penales y criminológicos";"Universidad de Santiago de Compostela, Servicio de Publicaciones e Intercambio Científico";1;1;2392;España;2340-0080;;1137-7550;"Derecho y jurisprudencia"
7199;"Estudios políticos";"Universidad Nacional Autónoma de México, Facultad de Ciencias Políticas y Sociales, Centro de Estudios Políticos";1;1;2394;México;2448-4903;0185-1616;0185-1616;"Ciencia política y administración pública"
7205;"Estudios románicos";"Universidad de Murcia, Servicio de Publicaciones";1;1;2396;España;1989-614X;0210-4911;0210-4911;"Lingüística, Literatura"
19323;"Estudios rurales";"Centro de Estudios de la  Argentina Rural; Universidad Nacional de Quilmes";1;1;7272;Argentina;2250-4001;2250-4001;;Agronomía
21685;"Estudios sobre Arte Actual";"José Luis Crespo Fajardo";1;1;8761;España;2340-6062;2340-6062;;"Bellas artes"
7210;"Estudios sobre educación";"Universidad de Navarra, Servicio de Publicaciones";1;1;2398;España;2386-6292;1578-7001;1578-7001;Educación
19324;"Estudios sobre el mensaje periodístico";"Servicio de publicaciones. Universidad Complutense de Madrid";1;1;7273;España;1988-2696;1134-1629;;"Ciencias de la comunicación"
7213;"Estudios sobre las culturas contemporáneas";"Universidad de Colima, Centro Universitario de Investigaciones Sociales";1;1;2400;México;3061-7537;1405-2210;1405-2210;"Ciencias sociales y humanidades, Cultura"
7216;"Estudios sociales";"Centro de Investigación en Alimentación y Desarrollo";1;1;2403;México;2395-9169;0188-4557;0188-4557;"Historia, Sociología"
8900;"Estudios sociales";"Universidad Nacional del Litoral,  Departamento de Extensión Universitaria, Área de Ciencias Sociales, Universidad Nacional del Litoral, Universidad Nacional de Rosario, Centro Interdisciplinario de Estudios Sociales Argentinos y Latinoamericanos, Universidad Nacional del Comahue, Grupo de Estudios de Historia Social";1;1;2986;Argentina;2250-6950;0327-4934;0327-4934;"Ciencias sociales y humanidades, Cultura, Filosofía, Humanidades"
25954;"Estudios Sociales Contemporáneos";"Instituto Multidisciplinario de Estudios Sociales Contemporáneos (IMESC)";1;1;10737;Argentina;2451-5965;1850-6747;1850-6747;"Ciencias sociales y humanidades, Multidisciplinarias"
23590;"Estudios sociales del estado";"Consejo Nacional de Investigaciones Científicas y Tecnicas ; Centro de Investigaciones Sociales";1;1;9905;Argentina;2422-7803;2422-7803;;"Ciencias sociales y humanidades"
7222;"Estudios sociales del NOA";"Universidad de Buenos Aires. Facultad de Filosofía y Letras. Instituto Interdiciplinario Tilcara";1;1;2408;Argentina;2362-2482;0329-8256;0329-8256;"Antropología, Ciencias sociales y humanidades, Sociología"
7224;"Estudios sociológicos";"El Colegio de México";1;1;2409;México;2448-6442;0185-4186;0185-4186;Sociología
19325;"Estudios socioterritoriales";"Universidad Nacional del Centro de la Provincia de Buenos Aires; Facultad de Ciencias Humanas; Centro de Investigaciones Geográficas";1;1;7274;Argentina;1853-4392;1515-6206;;Geografía
22631;"Estudios λambda. Teoría y práctica de la didáctica en lengua y literatura";"Universidad de Sonora";1;1;9335;México;2448-5942;2448-5942;;"Lingüística, Literatura, Humanidades"
27171;"Estudis d'història agrària";"Publicacions de la Universitat de Barcelona";1;1;11000;España;2385-359X;0210-4830;;"Antropología, Demografía, Derecho agrario, Economía, Historia"
7272;"Estudos de Lingüística Galega";"Servizo de publicacións de la Universidade de Santiago de Compostela";1;1;2422;España;1989-578X;;1889-2566;Lingüística
7316;"Estudos Semióticos";"Universidade de São Paulo (USP)";1;1;2443;Brasil;1980-4016;1980-4016;;Lingüística
25489;"Estudos Sociedade e Agricultura";"Universidade Federal Rural do Rio de Janeiro (UFRRJ)";1;1;10575;Brasil;2526-7752;1413-0580;1413-0580;Sociología
24504;Etcétera;"Universidad Nacional de Córdoba. Centro de Investigaciones de la Facultad de Filosofía y Humanidades";1;1;10234;Argentina;2618-4281;2618-4281;;"Ciencias sociales y humanidades"
29528;"Ethos Scientific Journal.";"Editorial Sphaera";1;1;11697;Ecuador;3091-1737;;;Multidisciplinarias
7339;Etic@net;"Universidad de Granada";1;1;2450;España;1695-324X;1695-324X;;"Ciencias de la comunicación, Educación, Etica"
7340;"Ética & cine";"Consejo Nacional de Investigaciones Científicas y Técnicas, Centro de Investigaciones y Estudios sobre la Cultura y la Sociedad; Universidad Nacional de Córdoba, Programa de Estudios Psicoanalíticos. Ética, Discurso y Subjetividad;";1;1;2451;Argentina;2250-5415;1853-6247;2250-5660;"Arte, Cine, Cultura, Fotografía"
26818;"Ética y discurso.";"Qellqasqa Editorial";1;1;11039;Argentina;2525-1090;2525-1090;;Filosofía
29116;Etiópicas;"Editorial Universidad de Huelva";1;1;11963;España;1698-689X;1698-689X;;"Cultura, Literatura, Filología"
22370;Etnobiología;"Asociación Etnobiológica Mexicana A.C.";1;1;9233;México;2448-8151;2448-8151;1665-2703;"Biología, Multidisciplinarias"
23001;"Etnografías contemporáneas";"UNSAM Edita";1;1;9590;Argentina;2451-8050;1669-2362;;Antropología
7358;"Etudes caribéennes";"Université des Antilles et de la Guyane";1;1;2458;Iberoamericanistas-Europa;1961-859X;1779-0980;1779-0980;"Ciencias sociales y humanidades"
7384;EU-topías;"Universitat de València, Departamento de Teoría de los Lenguajes y Ciencias de la Comunicación";1;1;2473;España;2340-115X;;2174-8454;"Ciencias de la comunicación"
28085;"EUNK Revista Científica de Abejas y Apicultores.";"Editorial EUNK";1;1;11566;Argentina;2953-3740;2953-3740;;Ciencia
19329;Eunomía;"Universidad Carlos III";1;1;7278;España;2253-6655;;;"Ciencias sociales y humanidades, Multidisciplinarias"
7362;EURE;"Pontificia Universidad Católica de Chile, Instituto de Estudios Urbanos y Territoriales";1;1;2460;Chile;0717-6236;0250-7161;0250-7161;"Ciencias sociales y humanidades, Urbanismo"
23357;"European accounting and management review";"Associació Catalana de Comptabilitat i Direcció";1;1;9768;España;2385-3921;2385-3921;;"Contabilidad, Economía, Economía de la empresa, Finanzas"
26269;"European journal of child development, education and psychopathology";"Universidad Autónoma de Chile";1;1;10822;Chile;2530-0776;2340-924X;;"Educación, Psicología"
7373;"European Journal of Education and Psychology";"Universidad Autónoma de Chile,";1;1;2464;Chile;1989-2209;1888-8992;;"Educación, Psicología"
24162;"European journal of family business";"UMA Editorial";1;1;10153;España;2444-8788;2444-877X;;"Economía de la empresa"
20203;"European Journal of Government and Economics";"Asociación Europa Grande";1;1;7894;España;2254-7088;2254-7088;;Economía
22595;"European journal of health research";"Universidad Autónoma de Chile";1;1;9311;Chile;2445-0308;2444-9067;2444-9067;"Educación, Psicología, Salud pública"
21931;"European journal of human movement";"Spanish Association of Sport Science";1;1;8941;España;2386-4095;2386-4095;;"Educación, Psicología"
7374;"European journal of Investigation in health, psychology and education";MDPI;1;1;2465;España;2254-9625;2174-8144;2174-8144;"Educación, Psicología"
22859;"European journal of podiatry";"Universidade da Coruña, Servizo de Publicacións";1;1;9487;España;2445-1835;2445-1835;;"Traumatología y ortopedia"
23490;"European public & social innovation review";"HISIN (Historia de los Sistemas Informativos)";1;1;9845;España;2529-9824;2529-9824;;"Ciencia política y administración pública, Sociología, Desarrollo económico, Trabajo social, Planeación económica, Planificación del desarrollo"
9239;"European research on management and business economics";Elsevier;1;1;3146;España;2444-8842;2444-8834;2444-8834;"Economía, Economía de la empresa"
7380;Euskera;"Euskaltzaindia - Real Academia de la Lengua Vasca";1;1;2470;España;2792-2278;0210-1564;0210-1564;"Lingüística, Filología"
7383;Eutopía;"Facultad Latinoamericana de Ciencias Sociales (FLACSO), Sede Ecuador";1;1;2472;Ecuador;2602-8239;1390-5708;1390-5708;"Economía, Sociología, Desarrollo económico"
23016;Evaluar;"Laboratorio de Evaluación Psicológica y Educativa. Facultad de Psicología. Universidad Nacional de Córdoba";1;1;9598;Argentina;1667-4545;1515-1867;;"Educación, Psicología, Estadística"
24088;Eviterna;"UmaEditorial, Universidad de Málaga";1;1;10121;España;2530-6014;2530-6014;;"Arte, Cultura"
14;"Ex Legibus";"Poder Judicial del Estado de México, Escuela Judicial del Estado de México";1;1;10;México;2954-4807;2594-2018;2594-2018;"Derecho y jurisprudencia, Derecho comparado, Derecho internacional, Derecho público, Derecho procesal, Derechos humanos"
7417;"Exemplaria Classica: Journal of Classical Philology";"Universidad de Huelva, Facultad de Humanidades, Departamento de Filologías Integradas";1;1;2489;España;2173-6839;1699-3225;1699-3225;"Lingüística, Literatura"
23793;Exlibris;"Universidad de Buenos Aires. Facultad de Filosofía y Letras. Departamento de Letras.";1;1;9996;Argentina;2314-3894;2314-3894;;"Arte, Lingüística, Literatura, Humanidades, Filología"
28846;Experior;"ADEN University";1;1;11731;Panamá;2953-3090;2953-3090;;Multidisciplinarias
24764;"Explorador Digital";"Ciencia Digital";1;1;10306;Ecuador;2661-6831;;;"Arte, Educación, Humanidades"
22993;"Extensión en red";"Universidad Nacional de La Plata. Facultad de Periodismo y Comunicación Social";1;1;9586;Argentina;1852-9569;1852-9569;;"Ciencias de la comunicación"
7455;"Extracta mathematicae";"Instituto de Matemáticas de la Universidad de Extremadura";1;1;2499;España;2605-5686;0213-8743;0213-8743;Matemáticas
28709;"FACE Revista de la Facultad de Ciencias Económias y Empresariales";"Universidad de Pamplona";1;1;11512;Colombia;2500-9338;1794-9920;;"Administración, Contabilidad, Economía, Desarrollo económico, Finanzas"
7467;Facena;"Universidad Nacional del Nordeste; Facultad de Ciencias Exactas y Naturales y Agrimensura";1;1;11863;Argentina;1851-507X;0325-4216;;Agronomía
7470;"FACES. Facultad de Ciencias Económicas y Sociales";"Facultad de Ciencias Económicas y Sociales, Universidad Nacional de Mar del Plata";1;1;2508;Argentina;1852-6535;0328-4050;;"Ciencias sociales y humanidades, Multidisciplinarias"
25092;FACSalud;"Universidad Estatal de Milagro";1;1;10422;Ecuador;2602-8360;;;"Biotecnología, Endocrinología y nutriología, Salud pública"
7494;"Farmacéuticos comunitarios";"Sociedad Española de Farmacia Familiar y Comunitaria";1;1;2512;España;2173-9218;2173-9218;1885-8619;"Farmacia, Farmacología"
7500;"Farmacia hospitalaria";"Elsevier España";1;1;2514;España;2171-8695;1130-6343;;"Farmacia, Farmacología"
7517;"FAVE. Sección Ciencias agrarias";"Universidad Nacional del Litoral, Facultad de Ciencias Agrarias";1;1;2518;Argentina;2346-9129;1666-7719;1666-7719;"Agronomía, Botánica, Ganadería, Silvicultura, Edafología, Economía agrícola"
24249;"FAVE. Sección Ciencias Veterinarias";"Universidad Nacional del Litoral (Ediciones UNL)";1;1;10180;Argentina;2362-5589;1666-938X;;"Ganadería, Salud pública, Veterinaria, Zoología, Zootecnia"
23697;Femeris;"Universidad Carlos III de Madrid";1;1;9947;España;2530-2442;2530-2442;;"Estudios de género"
7528;Feminismo/s;"Universidad de Alicante";1;1;2525;España;1989-9998;1696-8166;1696-8166;"Multidisciplinarias, Estudios de género"
27183;Fénix;"Biblioteca Nacional del Perú";1;1;11006;Perú;2709-5649;0015-0002;;"Bibliotecología, Ciencias de la información"
7532;Fermentario;"Universidad de la República, Facultad de Humanidades y Ciencias de la Educación, Departamento de Historia y Filosofía de la Educación";1;1;2528;Uruguay;1688-6151;1688-535X;;"Educación, Filosofía"
7546;FIGEMPA;"Universidad Central del Ecuador, Facultad de Geología, Minas, Petróleos y Ambiental";1;1;2532;Ecuador;2602-8484;1390-7042;1390-7042;"Geología, Ingeniería, Ingeniería minera, Ingeniería petrolera, Tecnología, Ciencias de la tierra, Recursos naturales no renovables, Energía, Ciencia y Tecnología, Ciencias naturales"
26435;"Figuras revista académica de investigación";"Universidad Nacional Autónoma de México, Facultad de Estudios Superiores-Acatlán";1;1;10863;México;2683-2917;2683-2917;;Multidisciplinarias
24092;Filanderas;"Universidad de Zaragoza";1;1;10122;España;2530-6022;2530-6022;;"Estudios de género"
24951;Filología;"Universidad de Buenos Aires, Facultad de Filosofía y Letras, Instituto de Filología y Literaturas Hispánicas ""Dr. Amado Alonso""";1;1;10380;Argentina;2422-6009;0071-495X;;"Lingüística, Literatura"
23719;"Finance, markets and valuation";"Asociación para la Formación y la Investigación en Ciencias Económicas y Sociales";1;1;9960;España;2530-3163;2530-3163;;"Economía, Desarrollo económico, Econometría, Finanzas, Hacienda pública, Planeación económica"
7568;Finisterra;"Universidade de Lisboa, Centro de Estudos Geográficos";1;1;2539;Portugal;2182-2905;0430-5027;0430-5027;Geografía
7570;Finlay;"Universidad de las Ciencias Médicas de Cienfuegos, Centro de información";1;1;2540;Cuba;2221-2434;;;"Medicina, Pediatría, Salud pública, Enfermería"
25844;FisiSenectus;"Universidade Comunitária da Região de Chapecó (UNOCHAPECÓ)";1;1;10685;Brasil;2318-3381;2318-3381;;"Terapéutica y rehabilitación"
23000;"Folia histórica del Nordeste";"Instituto de Investigaciones Geohistóricas, Consejo Nacional de Investigaciones Científicas y Técnicas,  Universidad Nacional del Nordeste";1;1;9589;Argentina;2525-1627;0325-8238;;"Ciencias sociales y humanidades, Demografía, Historia, Sociología, Estudios locales, Estudios latinoamericanos"
26494;Fonoaudiológica.;ASALFA;1;1;10873;Argentina;1668-9402;0326-7640;;"Terapéutica y rehabilitación"
7645;"Fontes linguae vasconum";"Gobierno de Navarra";1;1;2578;España;2530-5832;0046-435X;0046-435X;Lingüística
7648;"Food Science and Technology International";"SAGE Publications Ltd.";1;1;2580;España;1532-1738;1082-0132;;"Tecnología de alimentos"
7652;"Forest systems";"Consejo Superior de Investigaciones Científicas (CSIC)";1;1;2582;España;2171-9845;2171-5068;2171-5068;Silvicultura
21915;"Foro de educación";FahrenHouse;1;1;8931;España;1698-7802;1698-7799;;Educación
20296;"Foro de Profesores de E/LE";"Universitat de València, Foro de Profesores de E/LE";1;1;7966;España;1886-337X;1886-337X;;Lingüística
7676;"Foro educacional";"Universidad Católica Silva Henríquez, Facultad de Educación";1;1;2590;Chile;0718-0772;0717-2710;0717-2710;"Educación, Educación media o secundaria, Educación preescolar, Educación primaria, Educación superior"
7677;"Foro internacional";"El Colegio de México";1;1;2591;México;2448-6523;0185-013X;0185-013X;"Relaciones internacionales"
19345;"Foro interno";"Servicio de publicaciones. Universidad Complutense";1;1;7292;España;1988-2920;1578-4576;;"Ciencia política y administración pública"
7682;"Foro. Revista de Ciencias Jurídicas y Sociales.";"Ediciones Complutense";1;1;2593;España;2255-5285;1698-5583;1698-5583;"Derecho y jurisprudencia"
7668;"FORO. Revista de Derecho";"Universidad Andina Simón Bolívar";1;1;2588;Ecuador;2631-2484;;1390-2466;"Derecho y jurisprudencia"
