coleccion,titulo,idioma_principal,idiomas_pub,issn
ury,Agrociencia (Uruguay),es,es; en,15100839
ury,Anales de Investigación en Arquitectura,es,es; en; pt,23011505
ury,Anales de Investigación en Arquitectura,es,es; en; pt,23011513
ury,Revista Uruguaya de Medicina Interna,es,es; en; pt,23936797
ury,Lingüística,es,es; fr; en; it; zz; pt,2079312X
ury,Revista Uruguaya de Cardiología,es,es; en,07970048
ury,Revista Uruguaya de Cardiología,es,es; en,16880420
ury,Veterinaria (Montevideo),es,es; en,16884809
ury,Veterinaria (Montevideo),es,es; en,03764362
ury,Cuadernos de Investigación Educativa,es,es; en,16889304
ury,Cuadernos de Investigación Educativa,es,es; en,15102432
ury,Revista Cirugía del Uruguay,es,es; en; pt,16881281
ury,Informatio,es,es; en; pt,23011378
ury,Revista Uruguaya de Enfermería (En línea),es,es; en; pt,23010371
ury,"Revista de Derecho (Universidad Católica Dámaso A. Larrañaga, Facultad de Derecho)",es,es; en; pt,15103714
ury,"Revista de Derecho (Universidad Católica Dámaso A. Larrañaga, Facultad de Derecho)",es,es; en; pt,23936193
ury,"Psicología, Conocimiento y Sociedad",es,es; en,16887026
ury,Ciencias Psicológicas,es,es; en; pt,16884094
ury,Ciencias Psicológicas,es,es; en; pt,16884221
ury,Dixit,es,en; pt,16883497
ury,Dixit,es,en; pt,07973691
ury,Enfermería: Cuidados Humanizados,es,es; en; pt,23936606
ury,Enfermería: Cuidados Humanizados,es,es; en; pt,16888375
ury,Inmediaciones de la Comunicación,es,es; en; pt,15105091
ury,Inmediaciones de la Comunicación,es,es; en; pt,16888626
ury,Agrociencia Uruguay,es,es; en; pt,27305066
ury,InterCambios. Dilemas y transiciones de la Educación Superior,es,es; en,23010118
ury,InterCambios. Dilemas y transiciones de la Educación Superior,es,es; en,23010126
ury,Páginas de Educación,es,es; en; pt,16887468
ury,Revista Uruguaya de Ciencia Política,es,es; pt,07979789
ury,Revista Uruguaya de Ciencia Política,es,es; pt,1688499X
ury,Archivos de Pediatría del Uruguay,es,es; en; pt,16881249
ury,Archivos de Pediatría del Uruguay,es,es; en; pt,00040584
ury,Revista de la Facultad de Derecho,es,es; en; pt,07978316
ury,Revista de la Facultad de Derecho,es,es; en; pt,23010665
ury,Revista de Ciencias Sociales,es,es; en,16884981
ury,Revista de Ciencias Sociales,es,es; en,07975538
ury,Revista Uruguaya de Antropología y Etnografía,es,es; en; pt,23936886
ury,Revista Uruguaya de Antropología y Etnografía,es,es; en; pt,23937068
ury,Odontoestomatología,es,es; en; pt,16889339
ury,Odontoestomatología,es,es; en; pt,07970374
ury,Anales de la Facultad de Medicina,es,es; en; pt,23011254
ury,Humanidades,es,es; en; pt,15105024
ury,Humanidades,es,es; en; pt,23011629
ury,Revista de Derecho,es,es; en; pt,23011610
ury,Revista de Derecho,es,es; en; pt,15105172
ury,Revista Médica del Uruguay,es,es; fr; en; pt,03033295
ury,Revista Médica del Uruguay,es,es; fr; en; pt,16880390
wid,West Indian Medical Journal,en,en,00433144
wid,West Indian Medical Journal,en,en,23095830
cic,Ciência e Cultura,pt,en; pt,23176660
cic,Ciência e Cultura,pt,en; pt,00096725
psi,PsicoUSF,pt,en; pt,14138271
psi,Metaphora,es,es; en,20720696
psi,Psicologia USP,pt,fr; en; pt,16785177
psi,Imaginário,es,en; pt,1413666X
psi,Interações,pt,en; pt,14132907
psi,Revista Mexicana de Orientación Educativa,es,es; en,16657527
psi,Revista de Psicología (Lima),es,es; en,02549247
psi,Revista Puertorriqueña de Psicología,es,es; en,19462026
psi,Revista Latinoamericana de Psicología,es,es; en,01200534
psi,Interamerican Journal of Psychology,es,es; en,00349690
psi,Psychê,pt,en; pt,14151138
psi,Cuadernos de neuropsicología,es,es; en,07184123
psi,Salud & Sociedad: investigaciones en psicologia de la salud y psicologia social,es,es; en; pt,07187475
psi,Psicologia para América Latina,es,es; en; pt,1870350X
psi,Psic: revista da Vetor Editora,pt,en; pt,16767314
psi,Revista da ABOP,pt,en; pt,14148889
psi,Summa psicológica UST (En línea),es,es; en; pt,0719448X
psi,Summa psicológica UST (En línea),es,es; en; pt,07180446
psi,Barbaroi,pt,es; en; pt,01046578
psi,Boletín (Sociedad de Psicología del Uruguay. En línea),es,es,16884337
psi,CliniCAPS,es,en; pt,19836007
psi,Diversitas,es,es; en,17949998
psi,Epistemo-somática,pt,en; pt,19802005
psi,Eureka (Asunción) en Línea,es,es; en,22209026
psi,Actualidades en psicología,es,es; en,02586444
psi,Cadernos de Psicopedagogia,es,es; en; pt,16761049
psi,Escritos sobre Educação,pt,en; pt,16779843
psi,Saúde & Transformação Social,es,es; en; pt,21787085
psi,Revista de Psicología Universidad de Antioquia,es,es; en,21454892
psi,Revista da SPAGESP,pt,es; en; pt,16772970
psi,Interdisciplinaria,es,es; en,03258203
psi,Interdisciplinaria,es,es; en,16687027
psi,Revista Sul-Americana de Psicologia,es,es; en; pt,2318650X
psi,Perspectivas em análise do comportamento,en,en; pt,21773548
psi,Revista Mal Estar e Subjetividade,es,es; en; pt,21753644
psi,Revista Mal Estar e Subjetividade,es,es; en; pt,15186148
psi,Pensando familias,pt,en; pt,1679494X
psi,Tempo psicanalitico,pt,es; en; pt,23166576
psi,Tempo psicanalitico,pt,es; en; pt,01014838
psi,Psico,es,es; en; pt,19808623
psi,Psico,es,es; en; pt,01035371
psi,Revista de Etologia,es,es; en; pt,15172805
psi,Revista de Etologia,es,es; en; pt,21753636
psi,Pesquisas e Práticas Psicossociais,es,es; en; pt,18098908
psi,Revista de Psicologia da IMED,es,es; en; pt,21755027
psi,Stylus (Rio de Janeiro),en,en; pt,1676157X
psi,Estudos Interdisciplinares em Psicologia,es,es; en; pt,22366407
psi,Semina: Ciências Sociais e Humanas,pt,es; en; pt,16765443
psi,Semina: Ciências Sociais e Humanas,pt,es; en; pt,16790383
psi,Natureza humana,es,es; fr; en; pt,15172430
psi,Temas em Psicologia,es,es; en; pt,1413389X
psi,Psicologia Ensino & Formação,pt,en; pt,21795800
psi,Psicologia Ensino & Formação,pt,en; pt,21772061
psi,Latin American Journal of Fundamental Psychopathology On Line,es,en; pt,16770358
psi,Psicologia da Educação,es,es; en; pt,21753520
psi,Psicologia da Educação,es,es; en; pt,14146975
psi,Desidades,es,pt,23189282
psi,Trivium - Estudos Interdisciplinares,fr,en; pt,21764891
psi,Cadernos Brasileiros de Saúde Mental,es,es; fr; en; pt,25952420
psi,Cadernos Brasileiros de Saúde Mental,es,es; fr; en; pt,19842147
psi,Clínica & Cultura,pt,es; en; pt,23172509
psi,Aletheia,es,es; fr; en; pt,14130394
psi,Revista da Abordagem Gestáltica,es,en; pt,18096867
psi,Psicologia em Pesquisa,pt,en; pt,19821247
psi,SMAD. Revista eletrônica saúde mental álcool e drogas,es,es; en; pt,18066976
psi,Mental,es,es; en; pt,16794427
psi,Mental,es,es; en; pt,1984980X
psi,Jornal de Psicanálise,fr,es; en; pt,01035835
psi,Ide,pt,en; pt,01013106
psi,Revista Psicopedagogia,es,es; en; pt,01038486
psi,Boletim - Academia Paulista de Psicologia,es,es; en; pt,1415711X
psi,Reverso,pt,en; pt,01027395
psi,Revista de Psicologia da UNESP,es,es; en; pt,19849044
psi,Cadernos de Pós-Graduação em Distúrbios do Desenvolvimento,es,es; en; pt,15190307
psi,Cadernos de Pós-Graduação em Distúrbios do Desenvolvimento,es,es; en; pt,18094139
psi,Gerais : Revista Interinstitucional de Psicologia,es,en; pt,19838220
psi,Psicologia em Revista,pt,en; pt,16771168
psi,Acta Comportamentalia,en,en,01888145
psi,IGT na Rede,es,es; en; pt,18072526
psi,Revista Brasileira de Psicologia do Esporte,pt,es; en; pt,19819145
psi,Revista Estudos Lacanianos,es,es; fr; en; pt,19830769
psi,Cadernos de psicanálise (Rio de Janeiro),en,en; pt,14136295
psi,Universitas Psychologica,es,es; en,16579267
psi,Alternativas en Psicología,es,es; en,1405339X
psi,Estudos de Psicanálise,pt,pt,21753482
psi,Estudos de Psicanálise,pt,pt,01003437
psi,Boletim de Psicologia,pt,en; pt,00065943
psi,Mudanças,es,es; fr; en; pt,21761019
psi,Mudanças,es,es; fr; en; pt,01043269
psi,Ciências & Cognição,es,en; pt,18065821
psi,Contextos Clínicos,es,es; en; pt,19833482
psi,Revista EPOS,es,en; pt,2178700X
psi,TransFormações em Psicologia (Online),pt,en; pt,2176106X
psi,Winnicott e-prints,pt,en; pt,1679432X
psi,Psicologo informacao,pt,en; pt,14158809
psi,Cógito,pt,pt,15199479
psi,Current Ethology,en,es; en; pt,25949985
psi,Journal of Human Growth and Development,es,es; en; ja; pt,01041282
psi,Journal of Human Growth and Development,es,es; en; ja; pt,21753598
psi,Psicoperspectivas (Valparaíso. En línea),es,es; en,07186924
psi,Psicologia: Ciência e Profissão,es,es; en; pt,14149893
psi,Psicologia: Ciência e Profissão,es,es; en; pt,19823703
psi,Psicologia Escolar e Educacional,es,en; pt,14138557
psi,Psicologia Escolar e Educacional,es,en; pt,21753539
psi,Revista Brasileira de Orientação Profissional,es,es; en; pt,16793390
psi,Revista Brasileira de Orientação Profissional,es,es; en; pt,19847270
psi,Revista Brasileira de Psicodrama,en,es; en; pt,01045393
psi,Revista Brasileira de Psicodrama,en,es; en; pt,23180498
psi,Arquivos Brasileiros de Psicologia,pt,es; en; pt,18095267
psi,Estudos e Pesquisas em Psicologia,en,es; en; pt,18084281
psi,Revista Brasileira de Terapias Cognitivas,es,es; en; pt,19823746
psi,Revista Brasileira de Terapias Cognitivas,es,es; en; pt,18085687
psi,Revista Psicologia e Saúde,en,es; en; pt,2177093X
psi,Revista do NUFEN,pt,en; pt,21752591
psi,Junguiana,es,es; en; pt,25951297
psi,Junguiana,es,es; en; pt,01030825
psi,Estudos de Psicologia (Natal),es,es; en; pt,1413294X
psi,Estudos de Psicologia (Natal),es,es; en; pt,16784669
psi,Revista da SBPH,pt,en; pt,15160858
psi,Cadernos de Psicologia Social do Trabalho,pt,en; pt,19810490
psi,Cadernos de Psicologia Social do Trabalho,pt,en; pt,15163717
psi,Avaliação Psicológica,es,es; en; pt,16770471
psi,Avaliação Psicológica,es,es; en; pt,21753431
psi,Psicologia: teoria e prática,es,es; en; pt,15163687
psi,Revista Subjetividades,es,es; fr; en; pt,23590769
psi,Revista Subjetividades,es,es; fr; en; pt,23590777
psi,Revista Brasileira de Terapia Comportamental e Cognitiva,pt,en; pt,15175545
psi,Analytica: Revista de Psicanálise,es,es; fr; en; pt,23165197
psi,Paidéia (Ribeirão Preto),es,es; en; pt,0103863X
psi,Paidéia (Ribeirão Preto),es,es; en; pt,19824327
psi,Nova Perspectiva Sistêmica,pt,es; en; pt,01047841
psi,Nova Perspectiva Sistêmica,pt,es; en; pt,25944363
psi,Liberabit,es,es; en; pt,22337666
psi,Liberabit,es,es; en; pt,17294827
psi,Neuropsicologia Latinoamericana,es,es; fr; en; pt,20759479
psi,Psicologia Hospitalar,es,en; pt,21753547
psi,Psicologia Hospitalar,es,en; pt,16777409
psi,Estilos da Clinica,es,es; fr; en; pt,14157128
psi,Estilos da Clinica,es,es; fr; en; pt,19811624
psi,Psicologia Clínica,es,es; en; pt,19805438
psi,Psicologia Clínica,es,es; en; pt,01035665
psi,Construção psicopedagógica,pt,pt,21753474
psi,Construção psicopedagógica,pt,pt,14156954
psi,Revista Brasileira de Psicanálise,pt,pt,0486641X
psi,Revista Brasileira de Psicanálise,pt,pt,21753601
psi,Vínculo,es,en; pt,18062490
psi,Revista Psicologia Política,es,es; en; pt,21751390
psi,Revista Psicologia Política,es,es; en; pt,1519549X
psi,Revista Psicologia Organizações e Trabalho,es,es; en; pt,19846657
psi,Psi Unisc - Revista do Programa de Pós-graduação em Psicologia da Universidade de Santa Cruz do Sul,pt,pt,25271288
psi,Revista Polis e Psique,es,es; en; pt,2238152X
rve,Online Brazilian Journal of Nursing,en,es; en; pt,16764285
rve,"Ciência, Cuidado & Saúde",en,es; en; pt,16773861
rve,Revista Eletrônica de Enfermagem,en,es; en; pt,15181944
rve,SMAD. Revista eletrônica saúde mental álcool e drogas,en,es; en; pt,18066976
rve,Texto & Contexto - Enfermagem,en,,01040707
rve,Texto & Contexto - Enfermagem,en,,1980265X
rve,Revista Brasileira de Enfermagem,en,,19840446
rve,Revista Brasileira de Enfermagem,en,,00347167
rve,Acta Paulista de Enfermagem,en,,01032100
rve,Acta Paulista de Enfermagem,en,,19820194
rve,Revista Paulista de Enfermagem,en,es; en; pt,01008889
rve,Revista Baiana de Enfermagem,en,,01025430
rve,Revista Baiana de Enfermagem,en,,21788650
rve,Cogitare Enfermagem,en,es; en; pt,14148536
rve,Cogitare Enfermagem,en,es; en; pt,21769133
rve,Revista da Escola de Enfermagem da USP,en,,00806234
rve,Revista da Escola de Enfermagem da USP,en,,1980220X
rve,Reme: Revista Mineira de Enfermagem,en,es; en; pt,23169389
rve,Reme: Revista Mineira de Enfermagem,en,es; en; pt,14152762
rve,Revista Enfermagem UERJ,en,es; fr; en; pt,01043552
rve,Revista Cuidarte,en,,22160973
rve,Revista Cuidarte,en,,23463414
rve,Revista de Enfermagem da UFSM,en,,21797692
rve,Revista Latino-Americana de Enfermagem,en,,15188345
rve,Revista Latino-Americana de Enfermagem,en,,01041169
rve,Revista Gaúcha de Enfermagem,en,,19831447
rve,Revista Gaúcha de Enfermagem,en,,01026933
rve,Escola Anna Nery,en,,21779465
rve,Escola Anna Nery,en,,14148145
rve,Rev Rene,en,es; en; pt,15173852
rve,Rev Rene,en,es; en; pt,21756783
ecu,"Índex, revista de arte contemporáneo",es,,13904825
ecu,"Índex, revista de arte contemporáneo",es,,24779199
ecu,URVIO Revista Latinoamericana de Estudios de Seguridad,en,,13904299
ecu,URVIO Revista Latinoamericana de Estudios de Seguridad,en,,13903691
ecu,RETOS. Revista de Ciencias de la Administración y Economía,en,,13908618
ecu,RETOS. Revista de Ciencias de la Administración y Economía,en,,13906291
ecu,Ingenius. Revista de Ciencia y Tecnología,es,,1390860X
ecu,Ingenius. Revista de Ciencia y Tecnología,es,,1390650X
ecu,LA GRANJA. Revista de Ciencias de la Vida,en,,13908596
ecu,LA GRANJA. Revista de Ciencias de la Vida,en,,13903799
ecu,"Letras Verdes, Revista Latinoamericana de Estudios Socioambientales",es,,13906631
ecu,"Sophia, Colección de Filosofía de la Educación",es,,13908626
ecu,"Sophia, Colección de Filosofía de la Educación",es,,13903861
ecu,Estoa. Revista de la Facultad de Arquitectura y Urbanismo de la Universidad de Cuenca,es,,13907263
ecu,Estoa. Revista de la Facultad de Arquitectura y Urbanismo de la Universidad de Cuenca,es,,13909274
ecu,Enfoque UTE,en,,13906542
ecu,Enfoque UTE,en,,13909363
ecu,Revista Ecuatoriana de Neurología,es,,10198113
ecu,Revista Ecuatoriana de Neurología,es,,26312581
ecu,Revista Eugenio Espejo,es,,13907581
ecu,Revista Eugenio Espejo,es,,26616742
ecu,Podium,es,,25880969
ecu,Podium,es,,13905473
ecu,Revista Politécnica,en,,24778990
ecu,Revista Politécnica,en,,13900129
ecu,Siembra,en,,24778850
ecu,"Universitas-XXI, Revista de Ciencias Sociales y Humanas",en,,13903837
ecu,"Universitas-XXI, Revista de Ciencias Sociales y Humanas",en,,13908634
ecu,Ñawi: arte diseño comunicación,en,,25287966
ecu,Ñawi: arte diseño comunicación,en,,25880934
ecu,Revista San Gregorio,en,,25287907
ecu,Revista San Gregorio,en,,13907247
ecu,Revista Economía y Política,es,,24779075
ecu,Revista Científica UISRAEL,en,,26312786
ecu,Revista Digital Novasinergia,en,,26312654
ecu,"Estado & comunes, revista de políticas y problemas públicos",es,,13908081
ecu,"Estado & comunes, revista de políticas y problemas públicos",es,,24779245
ecu,Revista de Ciencias Humanísticas y Sociales (ReHuSo),en,,25506587
ecu,ALTERIDAD.Revista de Educación,en,,1390325X
ecu,ALTERIDAD.Revista de Educación,en,,13908642
ecu,FIGEMPA: Investigación y Desarrollo,en,,26028484
ecu,FIGEMPA: Investigación y Desarrollo,en,,13907042
ecu,Foro: Revista de Derecho,en,,26312484
ecu,Foro: Revista de Derecho,en,,13902466
ecu,Iuris Dictio,en,,25287834
ecu,Iuris Dictio,en,,13906402
ecu,Ius Humani. Revista de Derecho,en,,13907794
ecu,Revista Técnica energía,en,,26028492
ecu,Revista Técnica energía,en,,13905074
ecu,Maskay,en,,13906712
ecu,Economía y Negocios,en,,26028050
ecu,Íconos. Revista de Ciencias Sociales,es,,13908065
ecu,Íconos. Revista de Ciencias Sociales,es,,13901249
ecu,Perfiles,en,,24779105
ecu,Revista Andina de Educación,en,,26312816
ecu,Estudios de la Gestión,en,,26616513
ecu,Revista Cátedra,en,,26312875
ecu,Revista Chakiñan de Ciencias Sociales y Humanidades,en,,25506722
ecu,Revista Científica y Tecnológica UPSE (RCTU),es,,13907638
ecu,Revista Científica y Tecnológica UPSE (RCTU),es,,13907697
ecu,Kipus: Revista Andina de Letras y Estudios Culturales,en,,26005751
ecu,Kipus: Revista Andina de Letras y Estudios Culturales,en,,13900102
ecu,"KAIRÓS, Revista de Ciencias Económicas, Jurídicas y Administrativas",en,,26312743
rvt,West Indian Medical Journal,en,en,00433144
rvt,West Indian Medical Journal,en,en,23095830
dom,Revista Caribeña de Investigación Educativa,en,en; es,26362139
dom,Revista Caribeña de Investigación Educativa,en,en; es,26362147
dom,Cuaderno de Pedagogía Universitaria,en,en; es,18144144
dom,Cuaderno de Pedagogía Universitaria,en,en; es,18144152
dom,Ciencia y Sociedad,en,en; es,03787680
dom,Ciencia y Sociedad,en,en; es,26138751
